UUID	Ursprung	Datenbank	chapter	German	einfach	Hebrew	Plene	Defektiv	expression kinds	gender	numerus	grammatical person	binjan	verb time	zusätzliche Informationen	searchwords German	searchwords Hebrew	letzte Änderung	Sortierindex
5639d064-8b73-4001-9cbc-4f7c089c0602	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 16 - Natur	sein	true	לִהְיוֹת			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	INFINITIVE		sein	היה	2021-08-09T11:26:18.059382400	129
c758088a-ca81-4ac8-8436-1d9bc59faf3a	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 27 - Reise	schnell	true	מַהֵר			ADVERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		schnell		2021-08-10T10:38:25.119132700	507
6691f3d5-f5bf-44a0-9978-bee27d9e46c4	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 15 - Kleidung	sich ansammeln	true	לְהִצְטַבֵּר			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	HITPAEL	INFINITIVE		sich ansammeln,ansammeln	צבר	2021-08-09T11:21:10.542585	309
343ad8cf-4144-4a1b-b465-4cf85fe0c87a	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 10 - Pause	Schabbat, Samstag, Sonnabend	true	שַׁבָּת			WOCHENTAG,SUBSTANTIV	FEMALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Samstag,Sonnabend,Schabbat		2021-08-09T10:55:20.012555	359
bc814703-d657-4434-8338-db1b47bbeacd	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 11 - Zahlen	siebzig	true	שִׁבְעִים			ZAHL	BOTH_FEMALE_MALE	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		70,Siebzig		2021-08-10T11:25:29.428349700	358
4ba29c64-fce8-4dbb-8793-ed8dea39b272	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 27 - Reise	so	true	כָּכָה			ADVERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		so		2021-08-10T10:38:32.427210300	490
c7a63f44-71fb-4147-a18c-7c715d221848	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 14 - Restaurant	Suppe	true	מָרָק			SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Suppe		2021-08-09T11:18:49.370213500	265
e185e157-d2ec-4593-895f-c18984735fdb	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 02 - Lernen	Schule	true	בֵּית־סֵפֶר			SUBSTANTIV	MALE	SINGULAR	GRAMMATICALPERSON_NA	BINJAN_NA	VERBTIMES_NA		Schule		2021-08-09T10:38:57.656152800	85
27743bea-97f1-43df-8986-9edcd5f166fb	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 03 - Familie	sie, jene	true	הֵן			PERSONALPRONOM	FEMALE	PLURAL	DRITTE_PERSON	BINJAN_NA	VERBTIMES_NA		jene,sie		2021-08-09T10:06:05.850804	134
d52398e5-84b6-4f77-bfea-d68bc5f59275	GRUNDWORTSCHATZADAADAMA	Grundwortschatz	Cerebrummi - Lektion 19 - Krankheit	schlafen	true	לִישׁוֹן			VERB	GENDER_NA	NUMERUS_NA	GRAMMATICALPERSON_NA	PAAL	INFINITIVE		schlafen	ישׁן	2021-08-09T11:44:59.069897200	186
